ID,Type,SKU,"GTIN, UPC, EAN of ISBN",Naam,Gepubliceerd,Uitgelicht?,"Zichtbaarheid in catalogus","Korte beschrijving",Beschrijving,"Startdatum actieprijs","Einddatum actieprijs","Btw status",Belastingklasse,"Op voorraad?",Voorraad,"Lage voorraad","Nabestellingen toestaan?","Wordt individueel verkocht?","Gewicht (kg)","Lengte (cm)","Breedte (cm)","Hoogte (cm)","Klantbeoordelingen toestaan?",Aankoopnotitie,Actieprijs,"Reguliere prijs",Categorieën,Tags,Verzendklasse,Afbeeldingen,Downloadlimiet,"Dagen vervaltijd download",Hoofd,"Gegroepeerde producten",Upsells,Cross-sells,"Externe URL","Knop tekst",Positie,"Google product feed: Adult content","Google product feed: Adwords grouping filter","Google product feed: Adwords labels","Google product feed: Age Group","Google product feed: Availability (backordered products)","Google product feed: Availability (in stock products)","Google product feed: Availability (out of stock products)","Google product feed: Availability date","Google product feed: Bing Category","Google product feed: Bing shipping info (country and price)","Google product feed: Bing shipping info (country, service and price)","Google product feed: Bing shipping info (price only)","Google product feed: Brand","Google product feed: Bundle indicator (is_bundle)","Google product feed: Colour","Google product feed: Condition","Google product feed: Consumer datasheet","Google product feed: Consumer notice(s)","Google product feed: Cost of goods sold","Google product feed: Custom label 0","Google product feed: Custom label 1","Google product feed: Custom label 2","Google product feed: Custom label 3","Google product feed: Custom label 4","Google product feed: Delivery label","Google product feed: Disclosure date","Google product feed: Energy efficiency class","Google product feed: Energy label image link","Google product feed: Excluded destination","Google product feed: Expiration date","Google product feed: Gender","Google product feed: Global Trade Item Number (GTIN)","Google product feed: Google Product Category","Google product feed: Google-funded promotion eligibility","Google product feed: Hide product from feed (Y/N)","Google product feed: Identifier exists flag","Google product feed: Included destination","Google product feed: Instalment","Google product feed: Manufacturer Part Number (MPN)","Google product feed: Material","Google product feed: Maximum energy efficiency class","Google product feed: Maximum handling time","Google product feed: Minimum energy efficiency class","Google product feed: Minimum handling time","Google product feed: Multipack","Google product feed: Pattern","Google product feed: Pause","Google product feed: Pickup SLA","Google product feed: Pickup method","Google product feed: Product Type","Google product feed: Product detail(s)","Google product feed: Product fee","Google product feed: Product highlight(s)","Google product feed: Promotion ID","Google product feed: Promotion ID [Bing]","Google product feed: Purchase quantity limit","Google product feed: Return address label","Google product feed: Return policy label","Google product feed: Sell On Google Quantity","Google product feed: Ships from country","Google product feed: Shopping ads excluded countries","Google product feed: Short title","Google product feed: Size","Google product feed: Size system","Google product feed: Size type","Google product feed: Tax Category (US stores only)","Google product feed: Title","Google product feed: Transit time label","Google product feed: Unit pricing base measure","Google product feed: Unit pricing measure",Merken,"Attribuut 1 naam","Attribuut 1 waarde(n)","Attribuut 1 zichtbaar","Attribuut 1 globaal","Meta: _yoast_wpseo_title","Attribuut 2 naam","Attribuut 2 waarde(n)","Attribuut 2 zichtbaar","Attribuut 2 globaal","Attribuut 3 naam","Attribuut 3 waarde(n)","Attribuut 3 zichtbaar","Attribuut 3 globaal","Attribuut 4 naam","Attribuut 4 waarde(n)","Attribuut 4 zichtbaar","Attribuut 4 globaal","Attribuut 5 naam","Attribuut 5 waarde(n)","Attribuut 5 zichtbaar","Attribuut 5 globaal","Meta: _yoast_wpseo_metadesc","Meta: _wpt_field_documenten","Meta: _wpt_field_documentatie","Meta: _wpt_field_specificaties","Meta: _wp_page_template","Meta: shoptimizer_layout_pdp_short_description_position","Meta: _wpt_override_documenten","Meta: _wpt_override_specificaties","Meta: _yoast_wpseo_primary_product_brand","Meta: _yoast_wpseo_primary_product_cat","Meta: _yoast_wpseo_content_score","Meta: _yoast_wpseo_estimated-reading-time-minutes","Attribuut 6 naam","Attribuut 6 waarde(n)","Attribuut 6 zichtbaar","Attribuut 6 globaal","Meta: _yoast_wpseo_wordproof_timestamp","Meta: woocommerce_gpf_excluded_media_ids","Meta: _elementor_edit_mode","Meta: _elementor_template_type","Meta: _elementor_version","Meta: _elementor_pro_version","Meta: _yoast_wpseo_focuskw","Meta: _yoast_wpseo_linkdex","Meta: woocommerce_gpf_primary_media_id","Meta: _oembed_ef69d11d828a961ca20954fe1df5e227","Attribuut 7 naam","Attribuut 7 waarde(n)","Attribuut 7 zichtbaar","Attribuut 7 globaal","Meta: _wp_old_date"
100,simple,100,,"ATV1200-A370-3333 309kW HS frequentieregelaar",1,0,visible,,"<p></p><p>De regelaar is specifiek ontworpen voor dynamische toepassing in de industrie met regeneratief bedrijf.</p><table class=""specs""><tbody><tr><th>Merk</th><td>SCHNEIDER</td></tr><tr><th>Vermogen</th><td>309kW</td></tr><tr><th>Stroom</th><td>65A</td></tr><tr><th>Afmetingen</th><td>2460x1400x2520</td></tr><tr><th>Spanning</th><td>3,3 kV</td></tr><tr><th>Gewicht</th><td>2200Kg</td></tr></tbody></table>",,,taxable,,1,,,0,0,,,,,1,,,0,"Producten > Aandrijftechniek > SCHNEIDER FREQUENTIEREGELAARS > ALTIVAR 1200 3\,3kV serie",,,,,,,,,,,,1346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merk,Schneider,1,1,"ALTIVAR 1200 3,3kV serie"
101,simple,101,,"ATV1200-A470-3333 393kW HS frequentieregelaar",1,0,visible,,"<p></p><p></p><table class=""specs""><tbody><tr><th>Merk</th><td>SCHNEIDER</td></tr><tr><th>Vermogen</th><td>393kW</td></tr><tr><th>Stroom</th><td>82A</td></tr><tr><th>Afmetingen</th><td>2460x1400x2520</td></tr><tr><th>Spanning</th><td>3,3 kV</td></tr><tr><th>Gewicht</th><td>2400Kg</td></tr></tbody></table>",,,taxable,,1,,,0,0,,,,,1,,,0,"Producten > Aandrijftechniek > SCHNEIDER FREQUENTIEREGELAARS > ALTIVAR 1200 3\,3kV serie",,,,,,,,,,,,1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merk,Schneider,1,1,"ALTIVAR 1200 3,3kV serie"
102,simple,102,,"ATV1200-A570-3333 477kW HS frequentieregelaar",1,0,visible,,"<p></p><p></p><table class=""specs""><tbody><tr><th>Merk</th><td>SCHNEIDER</td></tr><tr><th>Vermogen</th><td>477kW</td></tr><tr><th>Stroom</th><td>100A</td></tr><tr><th>Afmetingen</th><td>2460x1400x2520</td></tr><tr><th>Spanning</th><td>3,3 kV</td></tr><tr><th>Gewicht</th><td>2600Kg</td></tr></tbody></table>",,,taxable,,1,,,0,0,,,,,1,,,0,"Producten > Aandrijftechniek > SCHNEIDER FREQUENTIEREGELAARS > ALTIVAR 1200 3\,3kV serie",,,,,,,,,,,,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merk,Schneider,1,1,"ALTIVAR 1200 3,3kV serie"
103,simple,103,,"ATV1200-A660-3333 552kW HS frequentieregelaar",1,0,visible,,"<p></p><p></p><table class=""specs""><tbody><tr><th>Merk</th><td>SCHNEIDER</td></tr><tr><th>Vermogen</th><td>552kW</td></tr><tr><th>Stroom</th><td>116A</td></tr><tr><th>Afmetingen</th><td>2760x1400x2520</td></tr><tr><th>Spanning</th><td>3,3 kV</td></tr><tr><th>Gewicht</th><td>3200Kg</td></tr></tbody></table>",,,taxable,,1,,,0,0,,,,,1,,,0,"Producten > Aandrijftechniek > SCHNEIDER FREQUENTIEREGELAARS > ALTIVAR 1200 3\,3kV serie",,,,,,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merk,Schneider,1,1,"ALTIVAR 1200 3,3kV serie"
104,simple,104,,"ATV1200-A770-3333 644kW HS frequentieregelaar",1,0,visible,,"<p></p><p></p><table class=""specs""><tbody><tr><th>Merk</th><td>SCHNEIDER</td></tr><tr><th>Vermogen</th><td>644kW</td></tr><tr><th>Stroom</th><td>135A</td></tr><tr><th>Afmetingen</th><td>2760x1400x2520</td></tr><tr><th>Spanning</th><td>3,3 kV</td></tr><tr><th>Gewicht</th><td>3200Kg</td></tr></tbody></table>",,,taxable,,1,,,0,0,,,,,1,,,0,"Producten > Aandrijftechniek > SCHNEIDER FREQUENTIEREGELAARS > ALTIVAR 1200 3\,3kV serie",,,,,,,,,,,,1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merk,Schneider,1,1,"ALTIVAR 1200 3,3kV serie"
105,simple,105,,"ATV1200-A860-3333 719kW HS frequentieregelaar",1,0,visible,,"<p></p><p></p><table class=""specs""><tbody><tr><th>Merk</th><td>SCHNEIDER</td></tr><tr><th>Vermogen</th><td>719kW</td></tr><tr><th>Stroom</th><td>150A</td></tr><tr><th>Afmetingen</th><td>2760x1400x2590</td></tr><tr><th>Spanning</th><td>3,3 kV</td></tr><tr><th>Gewicht</th><td>3400Kg</td></tr></tbody></table>",,,taxable,,1,,,0,0,,,,,1,,,0,"Producten > Aandrijftechniek > SCHNEIDER FREQUENTIEREGELAARS > ALTIVAR 1200 3\,3kV serie",,,,,,,,,,,,1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merk,Schneider,1,1,"ALTIVAR 1200 3,3kV serie"
106,simple,106,,"ATV1200-A1000-3333 836kW HS frequentieregelaar",1,0,visible,,"<p></p><p></p><table class=""specs""><tbody><tr><th>Merk</th><td>SCHNEIDER</td></tr><tr><th>Vermogen</th><td>836kW</td></tr><tr><th>Stroom</th><td>175A</td></tr><tr><th>Afmetingen</th><td>3560x1400x2670</td></tr><tr><th>Spanning</th><td>3,3 kV</td></tr><tr><th>Gewicht</th><td>4300Kg</td></tr></tbody></table>",,,taxable,,1,,,0,0,,,,,1,,,0,"Producten > Aandrijftechniek > SCHNEIDER FREQUENTIEREGELAARS > ALTIVAR 1200 3\,3kV serie",,,,,,,,,,,,1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merk,Schneider,1,1,"ALTIVAR 1200 3,3kV serie"
107,simple,107,,"ATV1200-A1140- 3333 953KW HS frequentieregelaar",1,0,visible,,"<p></p><p></p><table class=""specs""><tbody><tr><th>Merk</th><td>SCHNEIDER</td></tr><tr><th>Vermogen</th><td>953KW</td></tr><tr><th>Stroom</th><td>200A</td></tr><tr><th>Afmetingen</th><td>3560x1400x2670</td></tr><tr><th>Spanning</th><td>3,3 kV</td></tr><tr><th>Gewicht</th><td>4600Kg</td></tr></tbody></table>",,,taxable,,1,,,0,0,,,,,1,,,0,"Producten > Aandrijftechniek > SCHNEIDER FREQUENTIEREGELAARS > ALTIVAR 1200 3\,3kV serie",,,,,,,,,,,,1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merk,Schneider,1,1,"ALTIVAR 1200 3,3kV serie"
108,simple,108,,"ATV1200-A1250-3333 1045kW HS frequentieregelaar",1,0,visible,,"<p></p><p></p><table class=""specs""><tbody><tr><th>Merk</th><td>SCHNEIDER</td></tr><tr><th>Vermogen</th><td>1045kW</td></tr><tr><th>Stroom</th><td>220A</td></tr><tr><th>Afmetingen</th><td>3560x1400x2670</td></tr><tr><th>Spanning</th><td>3,3 kV</td></tr><tr><th>Gewicht</th><td>4700Kg</td></tr></tbody></table>",,,taxable,,1,,,0,0,,,,,1,,,0,"Producten > Aandrijftechniek > SCHNEIDER FREQUENTIEREGELAARS > ALTIVAR 1200 3\,3kV serie",,,,,,,,,,,,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merk,Schneider,1,1,"ALTIVAR 1200 3,3kV serie"
109,simple,109,,"ATV1200-A1400-3333 1170kW HS frequentieregelaar",1,0,visible,,"<p></p><p></p><table class=""specs""><tbody><tr><th>Merk</th><td>SCHNEIDER</td></tr><tr><th>Vermogen</th><td>1170kW</td></tr><tr><th>Stroom</th><td>245A</td></tr><tr><th>Afmetingen</th><td>3560x1400x2820</td></tr><tr><th>Spanning</th><td>3,3 kV</td></tr><tr><th>Gewicht</th><td>5000Kg</td></tr></tbody></table>",,,taxable,,1,,,0,0,,,,,1,,,0,"Producten > Aandrijftechniek > SCHNEIDER FREQUENTIEREGELAARS > ALTIVAR 1200 3\,3kV serie",,,,,,,,,,,,1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merk,Schneider,1,1,"ALTIVAR 1200 3,3kV serie"
